City,Cuisine Style,New
Prague, Latin,19
Prague, Mediterranean,177
Prague, Mexican,7
Prague, Middle Eastern,29
Prague, Minority Chinese,1
Prague, Mongolian,1
Prague, Nepali,4
Prague, Norwegian,1
Prague, Pakistani,5
Prague, Pizza,183
Prague, Polish,1
Prague, Portuguese,1
Prague, Pub,460
Prague, Romanian,2
Prague, Russian,6
Prague, Scandinavian,1
Prague, Scottish,1
Prague, Seafood,44
Prague, Slovenian,1
Prague, Soups,49
Prague, South American,16
Prague, Southwestern,3
Prague, Spanish,28
Prague, Sri Lankan,2
Prague, Steakhouse,15
Prague, Street Food,17
Prague, Sushi,65
Prague, Swedish,1
Prague, Taiwanese,2
Prague, Thai,67
Prague, Tibetan,2
Prague, Turkish,25
Prague, Ukrainian,4
Prague, Uzbek,1
Prague, Vegan Options,302
Prague, Vegetarian Friendly,784
Prague, Venezuelan,1
Prague, Vietnamese,74
Prague, Wine Bar,57
Prague,Afghani,1
Prague,African,3
Prague,American,146
Prague,Arabic,1
Prague,Argentinean,1
Prague,Asian,131
Prague,Austrian,6
Prague,Bar,470
Prague,Barbecue,12
Prague,Belgian,2
Prague,Brazilian,4
Prague,Brew Pub,9
Prague,Cafe,437
Prague,Canadian,2
Prague,Caribbean,3
Prague,Central Asian,1
Prague,Central European,8
Prague,Chinese,112
Prague,Contemporary,6
Prague,Czech,153
Prague,Delicatessen,4
Prague,Diner,2
Prague,Eastern European,7
Prague,European,1183
Prague,Fast Food,187
Prague,French,69
Prague,Fusion,3
Prague,German,4
Prague,Gluten Free Options,1
Prague,Greek,7
Prague,Grill,5
Prague,Halal,1
Prague,Healthy,5
Prague,Indian,63
Prague,International,116
Prague,Irish,12
Prague,Israeli,1
Prague,Italian,374
Prague,Japanese,71
Prague,Korean,2
Prague,Latin,3
Prague,Lebanese,9
Prague,Mediterranean,51
Prague,Mexican,51
Prague,Middle Eastern,4
Prague,Moroccan,1
Prague,Pizza,70
Prague,Pub,31
Prague,Russian,5
Prague,Scandinavian,1
Prague,Seafood,19
Prague,Soups,2
Prague,South American,1
Prague,Spanish,6
Prague,Steakhouse,42
Prague,Street Food,5
Prague,Sushi,20
Prague,Swiss,2
Prague,Thai,9
Prague,Turkish,11
Prague,Uzbek,1
Prague,Vegan Options,1
Prague,Vegetarian Friendly,16
Prague,Vietnamese,23
Prague,Wine Bar,23
Prague,nan,696
Rome, Afghani,2
Rome, African,1
Rome, Albanian,1
Rome, American,70
Rome, Arabic,5
Rome, Argentinean,9
Rome, Asian,128
Rome, Australian,1
Rome, Austrian,4
Rome, Bangladeshi,2
Rome, Bar,269
Rome, Barbecue,107
Rome, Belgian,2
Rome, Brazilian,13
Rome, Brew Pub,109
Rome, British,5
Rome, Cafe,175
Rome, Cajun & Creole,1
Rome, Central American,13
Rome, Central European,18
Rome, Chinese,18
Rome, Colombian,2
Rome, Contemporary,63
Rome, Cuban,1
Rome, Danish,3
Rome, Delicatessen,148
Rome, Diner,2
Rome, Eastern European,1
Rome, Egyptian,5
Rome, Ethiopian,9
Rome, European,694
Rome, Fast Food,254
Rome, Filipino,3
Rome, French,10
Rome, Fujian,1
Rome, Fusion,73
Rome, Gastropub,82
Rome, German,4
Rome, Gluten Free Options,955
Rome, Greek,9
Rome, Grill,38
Rome, Halal,16
Rome, Hawaiian,2
Rome, Healthy,30
Rome, Indian,3
Rome, Indonesian,2
Rome, International,145
Rome, Irish,10
Rome, Israeli,12
Rome, Italian,263
Rome, Jamaican,1
Rome, Japanese,86
Rome, Korean,8
Rome, Kosher,18
Rome, Latin,20
Rome, Lebanese,3
Rome, Malaysian,2
Rome, Mediterranean,2209
Rome, Mexican,5
Rome, Middle Eastern,25
Rome, Minority Chinese,1
Rome, Moroccan,2
Rome, Native American,1
Rome, Nepali,1
Rome, Norwegian,2
Rome, Pakistani,2
Rome, Persian,5
Rome, Peruvian,3
Rome, Pizza,1204
Rome, Portuguese,1
Rome, Pub,287
Rome, Romanian,1
Rome, Scandinavian,3
Rome, Scottish,1
Rome, Seafood,746
Rome, Soups,175
Rome, South American,34
Rome, Spanish,18
Rome, Steakhouse,56
Rome, Street Food,80
Rome, Sushi,122
Rome, Swedish,2
Rome, Swiss,1
Rome, Taiwanese,2
Rome, Thai,27
Rome, Tunisian,2
Rome, Turkish,9
Rome, Vegan Options,1178
Rome, Vegetarian Friendly,2552
Rome, Vietnamese,6
Rome, Wine Bar,188
Rome,African,10
Rome,American,51
Rome,Asian,18
Rome,Balti,1
Rome,Bar,81
Rome,Barbecue,8
Rome,Brazilian,2
Rome,Brew Pub,38
Rome,British,3
Rome,Cafe,46
Rome,Caribbean,2
Rome,Chinese,142
Rome,Contemporary,7
Rome,Delicatessen,22
Rome,Diner,2
Rome,European,14
Rome,Fast Food,51
Rome,Filipino,3
Rome,French,8
Rome,Fusion,7
Rome,Gastropub,4
Rome,German,7
Rome,Greek,5
Rome,Healthy,9
Rome,Indian,27
Rome,International,18
Rome,Irish,2
Rome,Israeli,1
Rome,Italian,3703
Rome,Japanese,94
Rome,Latin,2
Rome,Lebanese,6
Rome,Mediterranean,91
Rome,Mexican,25
Rome,Middle Eastern,11
Rome,Moroccan,2
Rome,Peruvian,11
Rome,Pizza,337
Rome,Polish,1
Rome,Pub,61
Rome,Russian,1
Rome,Seafood,116
Rome,Soups,2
Rome,South American,1
Rome,Southwestern,1
Rome,Spanish,1
Rome,Steakhouse,26
Rome,Street Food,12
Rome,Sushi,5
Rome,Thai,2
Rome,Turkish,2
Rome,Ukrainian,1
Rome,Vegan Options,3
Rome,Vegetarian Friendly,75
Rome,Venezuelan,5
Rome,Vietnamese,1
Rome,Wine Bar,27
Rome,nan,735
Stockholm, Afghani,2
Stockholm, Albanian,2
Stockholm, American,17
Stockholm, Arabic,4
Stockholm, Argentinean,2
Stockholm, Armenian,1
Stockholm, Asian,145
Stockholm, Australian,2
Stockholm, Austrian,1
Stockholm, Bangladeshi,3
Stockholm, Bar,86
Stockholm, Barbecue,39
Stockholm, Belgian,2
Stockholm, Brazilian,1
Stockholm, Brew Pub,3
Stockholm, British,16
Stockholm, Cafe,25
Stockholm, Caucasian,7
Stockholm, Central American,1
Stockholm, Central European,20
Stockholm, Chilean,1
Stockholm, Chinese,12
Stockholm, Colombian,1
Stockholm, Contemporary,16
Stockholm, Cuban,1
Stockholm, Czech,1
Stockholm, Danish,4
Stockholm, Delicatessen,11
Stockholm, Diner,7
Stockholm, Dutch,1
Stockholm, Eastern European,6
Stockholm, Ethiopian,4
Stockholm, European,456
Stockholm, Fast Food,50
Stockholm, French,11
Stockholm, Fusion,27
Stockholm, Gastropub,11
Stockholm, German,1
Stockholm, Gluten Free Options,301
Stockholm, Greek,22
Stockholm, Grill,15
Stockholm, Halal,12
Stockholm, Hawaiian,6
Stockholm, Healthy,14
Stockholm, Indian,3
Stockholm, Indonesian,2
Stockholm, International,72
Stockholm, Irish,1
Stockholm, Israeli,2
Stockholm, Italian,13
Stockholm, Jamaican,2
Stockholm, Japanese,27
Stockholm, Korean,21
Stockholm, Latin,14
Stockholm, Lebanese,1
Stockholm, Malaysian,2
Stockholm, Mediterranean,108
Stockholm, Mexican,2
Stockholm, Middle Eastern,42
Stockholm, Minority Chinese,1
Stockholm, Mongolian,4
Stockholm, Moroccan,1
Stockholm, New Zealand,2
Stockholm, Pakistani,7
Stockholm, Persian,9
Stockholm, Peruvian,2
Stockholm, Pizza,74
Stockholm, Pub,140
Stockholm, Russian,1
Stockholm, Scandinavian,303
Stockholm, Seafood,24
Stockholm, Soups,19
Stockholm, South American,14
Stockholm, Southwestern,2
Stockholm, Spanish,40
Stockholm, Steakhouse,18
Stockholm, Street Food,7
Stockholm, Sushi,105
Stockholm, Swedish,457
Stockholm, Taiwanese,1
Stockholm, Thai,50
Stockholm, Turkish,17
Stockholm, Ukrainian,1
Stockholm, Vegan Options,255
Stockholm, Vegetarian Friendly,638
Stockholm, Vietnamese,15
Stockholm, Wine Bar,17
Stockholm,African,8
Stockholm,American,95
Stockholm,Argentinean,2
Stockholm,Asian,71
Stockholm,Austrian,1
Stockholm,Bangladeshi,1
Stockholm,Bar,122
Stockholm,Barbecue,18
Stockholm,Belgian,1
Stockholm,Brazilian,1
Stockholm,Brew Pub,1
Stockholm,British,2
Stockholm,Cafe,92
Stockholm,Cajun & Creole,1
Stockholm,Caribbean,3
Stockholm,Chinese,74
Stockholm,Contemporary,3
Stockholm,Delicatessen,2
Stockholm,Diner,2
Stockholm,Eastern European,1
Stockholm,European,340
Stockholm,Fast Food,24
Stockholm,French,54
Stockholm,Fusion,1
Stockholm,Gastropub,1
Stockholm,Georgian,1
Stockholm,German,7
Stockholm,Gluten Free Options,1
Stockholm,Greek,9
Stockholm,Grill,3
Stockholm,Healthy,7
Stockholm,Indian,82
Stockholm,International,58
Stockholm,Irish,5
Stockholm,Italian,185
Stockholm,Japanese,101
Stockholm,Latin,8
Stockholm,Lebanese,26
Stockholm,Mediterranean,39
Stockholm,Mexican,30
Stockholm,Middle Eastern,17
Stockholm,Pakistani,1
Stockholm,Peruvian,5
Stockholm,Pizza,63
Stockholm,Polish,4
Stockholm,Pub,17
Stockholm,Russian,1
Stockholm,Scandinavian,4
Stockholm,Seafood,28
Stockholm,South American,3
Stockholm,Spanish,16
Stockholm,Steakhouse,23
Stockholm,Street Food,1
Stockholm,Sushi,45
Stockholm,Swedish,38
Stockholm,Swiss,1
Stockholm,Thai,32
Stockholm,Turkish,6
Stockholm,Vegetarian Friendly,20
Stockholm,Venezuelan,1
Stockholm,Vietnamese,6
Stockholm,nan,742
Vienna, Afghani,1
Vienna, African,1
Vienna, American,18
Vienna, Arabic,9
Vienna, Argentinean,4
Vienna, Armenian,2
Vienna, Asian,201
Vienna, Australian,2
Vienna, Austrian,280
Vienna, Balti,3
Vienna, Bangladeshi,1
Vienna, Bar,138
Vienna, Barbecue,37
Vienna, Belgian,1
Vienna, Brazilian,1
Vienna, Brew Pub,13
Vienna, British,6
Vienna, Cafe,129
Vienna, Caribbean,1
Vienna, Central American,13
Vienna, Central European,550
Vienna, Chinese,16
Vienna, Contemporary,52
Vienna, Croatian,21
Vienna, Cuban,3
Vienna, Czech,5
Vienna, Danish,1
Vienna, Delicatessen,33
Vienna, Diner,48
Vienna, Eastern European,23
Vienna, Ecuadorean,1
Vienna, Egyptian,5
Vienna, Ethiopian,2
Vienna, European,1257
Vienna, Fast Food,54
Vienna, French,6
Vienna, Fujian,1
Vienna, Fusion,61
Vienna, Gastropub,61
Vienna, German,43
Vienna, Gluten Free Options,257
Vienna, Greek,28
Vienna, Grill,34
Vienna, Halal,28
Vienna, Healthy,33
Vienna, Hungarian,10
Vienna, Indian,8
Vienna, Indonesian,1
Vienna, International,152
Vienna, Irish,4
Vienna, Israeli,17
Vienna, Italian,26
Vienna, Japanese,35
Vienna, Korean,23
Vienna, Kosher,7
Vienna, Latin,15
Vienna, Lebanese,5
Vienna, Malaysian,2
Vienna, Mediterranean,227
Vienna, Mexican,4
Vienna, Middle Eastern,73
Vienna, Mongolian,1
Vienna, Moroccan,2
Vienna, Native American,1
Vienna, Nepali,1
Vienna, Pakistani,4
Vienna, Persian,10
Vienna, Peruvian,2
Vienna, Pizza,166
Vienna, Polish,4
Vienna, Portuguese,7
Vienna, Pub,155
Vienna, Romanian,1
Vienna, Russian,6
Vienna, Scandinavian,2
Vienna, Scottish,1
Vienna, Seafood,46
Vienna, Soups,46
Vienna, South American,20
Vienna, Southwestern,3
Vienna, Spanish,27
Vienna, Sri Lankan,5
Vienna, Steakhouse,12
Vienna, Street Food,14
Vienna, Sushi,92
Vienna, Swedish,1
Vienna, Swiss,2
Vienna, Taiwanese,6
Vienna, Thai,30
Vienna, Tibetan,3
Vienna, Tunisian,1
Vienna, Turkish,34
Vienna, Ukrainian,3
Vienna, Vegan Options,311
Vienna, Vegetarian Friendly,959
Vienna, Venezuelan,1
Vienna, Vietnamese,33
Vienna, Wine Bar,106
Vienna,African,4
Vienna,American,65
Vienna,Asian,92
Vienna,Australian,1
Vienna,Austrian,753
Vienna,Bar,102
Vienna,Barbecue,7
Vienna,Brazilian,3
Vienna,Brew Pub,1
Vienna,British,1
Vienna,Cafe,92
Vienna,Caribbean,2
Vienna,Central European,6
Vienna,Chinese,139
Vienna,Contemporary,5
Vienna,Croatian,3
Vienna,Czech,1
Vienna,Delicatessen,9
Vienna,Diner,8
Vienna,Eastern European,4
Vienna,European,99
Vienna,Fast Food,22
Vienna,Filipino,3
Vienna,French,32
Vienna,Fusion,4
Vienna,Gastropub,1
Vienna,Georgian,1
Vienna,German,176
Vienna,Greek,18
Vienna,Grill,11
Vienna,Healthy,8
Vienna,Indian,50
Vienna,International,55
Vienna,Irish,6
Vienna,Israeli,1
Vienna,Italian,344
Vienna,Japanese,81
Vienna,Latin,3
Vienna,Lebanese,12
Vienna,Mediterranean,99
Vienna,Mexican,23
Vienna,Middle Eastern,24
Vienna,Moroccan,4
Vienna,Persian,1
Vienna,Peruvian,5
Vienna,Pizza,48
Vienna,Polish,2
Vienna,Pub,18
Vienna,Romanian,1
Vienna,Russian,2
Vienna,Seafood,39
Vienna,Soups,4
Vienna,South American,5
Vienna,Spanish,3
Vienna,Sri Lankan,1
Vienna,Steakhouse,23
Vienna,Street Food,3
Vienna,Sushi,33
Vienna,Thai,7
Vienna,Turkish,18
Vienna,Ukrainian,1
Vienna,Vegan Options,3
Vienna,Vegetarian Friendly,37
Vienna,Vietnamese,14
Vienna,Wine Bar,29
Vienna,nan,915
Warsaw, Afghani,1
Warsaw, American,19
Warsaw, Arabic,11
Warsaw, Argentinean,3
Warsaw, Asian,122
Warsaw, Australian,1
Warsaw, Azerbaijani,1
Warsaw, Balti,1
Warsaw, Bar,79
Warsaw, Barbecue,16
Warsaw, Belgian,1
Warsaw, Brew Pub,8
Warsaw, British,6
Warsaw, Cafe,43
Warsaw, Central American,9
Warsaw, Central Asian,1
Warsaw, Central European,229
Warsaw, Chilean,1
Warsaw, Chinese,2
Warsaw, Contemporary,27
Warsaw, Croatian,2
Warsaw, Cuban,3
Warsaw, Czech,6
Warsaw, Delicatessen,4
Warsaw, Diner,12
Warsaw, Dutch,1
Warsaw, Eastern European,125
Warsaw, Egyptian,4
Warsaw, European,694
Warsaw, Fast Food,41
Warsaw, French,14
Warsaw, Fusion,60
Warsaw, Gastropub,22
Warsaw, Georgian,4
Warsaw, German,1
Warsaw, Gluten Free Options,111
Warsaw, Greek,8
Warsaw, Grill,36
Warsaw, Halal,12
Warsaw, Hawaiian,1
Warsaw, Healthy,42
Warsaw, Hungarian,5
Warsaw, Indian,3
Warsaw, Indonesian,4
Warsaw, International,112
Warsaw, Irish,1
Warsaw, Israeli,15
Warsaw, Italian,27
Warsaw, Japanese,14
Warsaw, Korean,16
Warsaw, Kosher,5
Warsaw, Latin,12
Warsaw, Lebanese,2
Warsaw, Malaysian,1
Warsaw, Mediterranean,152
Warsaw, Mexican,2
Warsaw, Middle Eastern,29
Warsaw, Mongolian,1
Warsaw, Moroccan,1
Warsaw, Nepali,11
Warsaw, Pakistani,1
Warsaw, Persian,2
Warsaw, Pizza,79
Warsaw, Polish,112
Warsaw, Portuguese,1
Warsaw, Pub,118
Warsaw, Romanian,1
Warsaw, Russian,3
Warsaw, Scandinavian,1
Warsaw, Seafood,13
Warsaw, Soups,49
Warsaw, South American,6
Warsaw, Southwestern,1
Warsaw, Spanish,28
Warsaw, Sri Lankan,1
Warsaw, Steakhouse,18
Warsaw, Street Food,7
Warsaw, Sushi,88
Warsaw, Swedish,1
Warsaw, Taiwanese,1
Warsaw, Thai,54
Warsaw, Tibetan,1
Warsaw, Tunisian,1
Warsaw, Turkish,15
Warsaw, Ukrainian,10
Warsaw, Vegan Options,175
Warsaw, Vegetarian Friendly,462
Warsaw, Venezuelan,1
Warsaw, Vietnamese,25
Warsaw, Wine Bar,30
Warsaw,African,2
Warsaw,American,76
Warsaw,Argentinean,2
Warsaw,Asian,60
Warsaw,Bar,63
Warsaw,Barbecue,3
Warsaw,Belgian,3
Warsaw,Brazilian,1
Warsaw,Brew Pub,15
Warsaw,Cafe,65
Warsaw,Caribbean,3
Warsaw,Chinese,39
Warsaw,Contemporary,8
Warsaw,Croatian,1
Warsaw,Czech,1
Warsaw,Diner,1
Warsaw,Eastern European,12
Warsaw,European,97
Warsaw,Fast Food,20
Warsaw,French,26
Warsaw,Fusion,5
Warsaw,Georgian,4
Warsaw,German,4
Warsaw,Greek,2
Warsaw,Grill,1
Warsaw,Hawaiian,1
Warsaw,Healthy,9
Warsaw,Indian,52
Warsaw,International,49
Warsaw,Irish,1
Warsaw,Israeli,2
Warsaw,Italian,263
Warsaw,Japanese,102
Warsaw,Kosher,1
Warsaw,Lebanese,16
Warsaw,Mediterranean,39
Warsaw,Mexican,28
Warsaw,Middle Eastern,7
Warsaw,Moroccan,1
Warsaw,Peruvian,1
Warsaw,Pizza,35
Warsaw,Polish,425
Warsaw,Pub,12
Warsaw,Russian,2
Warsaw,Seafood,11
Warsaw,South American,1
Warsaw,Spanish,9
Warsaw,Steakhouse,15
Warsaw,Street Food,1
Warsaw,Sushi,28
Warsaw,Thai,12
Warsaw,Turkish,16
Warsaw,Vegan Options,1
Warsaw,Vegetarian Friendly,19
Warsaw,Vietnamese,6
Warsaw,Wine Bar,8
Warsaw,nan,592
Zurich, African,1
Zurich, American,13
Zurich, Arabic,1
Zurich, Argentinean,8
Zurich, Asian,120
Zurich, Australian,1
Zurich, Balti,1
Zurich, Bangladeshi,1
Zurich, Bar,66
Zurich, Barbecue,20
Zurich, Belgian,1
Zurich, British,8
Zurich, Cafe,39
Zurich, Cambodian,1
Zurich, Central American,6
Zurich, Central Asian,1
Zurich, Central European,209
Zurich, Chinese,9
Zurich, Colombian,1
Zurich, Contemporary,26
Zurich, Croatian,1
Zurich, Danish,1
Zurich, Delicatessen,22
Zurich, Diner,22
Zurich, Egyptian,1
Zurich, Ethiopian,4
Zurich, European,543
Zurich, Fast Food,39
Zurich, French,17
Zurich, Fusion,13
Zurich, Gastropub,4
Zurich, German,2
Zurich, Gluten Free Options,153
Zurich, Greek,8
Zurich, Grill,33
Zurich, Halal,19
Zurich, Hawaiian,1
Zurich, Healthy,33
Zurich, Hungarian,1
Zurich, Indian,10
Zurich, Indonesian,4
Zurich, International,69
Zurich, Irish,2
Zurich, Israeli,3
Zurich, Italian,22
Zurich, Jamaican,1
Zurich, Japanese,9
Zurich, Korean,4
Zurich, Kosher,2
Zurich, Latin,12
Zurich, Lebanese,6
Zurich, Malaysian,5
Zurich, Mediterranean,218
Zurich, Mexican,1
Zurich, Middle Eastern,30
Zurich, Moroccan,3
Zurich, Native American,1
Zurich, Nepali,2
Zurich, Pakistani,3
Zurich, Persian,2
Zurich, Peruvian,1
Zurich, Pizza,91
Zurich, Polynesian,1
Zurich, Portuguese,3
Zurich, Pub,71
Zurich, Scandinavian,2
Zurich, Seafood,21
Zurich, Singaporean,1
Zurich, Soups,30
Zurich, South American,14
Zurich, Southwestern,3
Zurich, Spanish,27
Zurich, Sri Lankan,7
Zurich, Steakhouse,7
Zurich, Street Food,5
Zurich, Sushi,45
Zurich, Swiss,106
Zurich, Thai,62
Zurich, Tibetan,3
Zurich, Tunisian,1
Zurich, Turkish,16
Zurich, Vegan Options,167
Zurich, Vegetarian Friendly,603
Zurich, Vietnamese,21
Zurich, Wine Bar,30
Zurich,African,5
Zurich,American,46
Zurich,Asian,74
Zurich,Austrian,6
Zurich,Bar,71
Zurich,Barbecue,4
Zurich,Brazilian,5
Zurich,Cafe,44
Zurich,Caribbean,1
Zurich,Central European,1
Zurich,Chinese,47
Zurich,Contemporary,2
Zurich,Delicatessen,3
Zurich,Diner,2
Zurich,Eastern European,2
Zurich,European,80
Zurich,Fast Food,19
Zurich,Filipino,1
Zurich,French,33
Zurich,Fusion,1
Zurich,German,19
Zurich,Greek,1
Zurich,Grill,3
Zurich,Hawaiian,1
Zurich,Healthy,8
Zurich,Indian,41
Zurich,International,33
Zurich,Irish,3
Zurich,Israeli,1
Zurich,Italian,238
Zurich,Japanese,45
Zurich,Korean,2
Zurich,Lebanese,16
Zurich,Mediterranean,50
Zurich,Mexican,20
Zurich,Middle Eastern,7
Zurich,Moroccan,3
Zurich,Pakistani,3
Zurich,Peruvian,2
Zurich,Pizza,20
Zurich,Pub,4
Zurich,Seafood,12
Zurich,Soups,4
Zurich,South American,2
Zurich,Spanish,5
Zurich,Sri Lankan,1
Zurich,Steakhouse,16
Zurich,Street Food,2
Zurich,Sushi,6
Zurich,Swiss,237
Zurich,Thai,15
Zurich,Turkish,5
Zurich,Vegetarian Friendly,11
Zurich,Vietnamese,2
Zurich,Wine Bar,3
Zurich,nan,353
